peak_players,total_reviews,rating,review_percentage
83192,13680,25.27065989014106,99.68227919763923
24711,46389,53.10116849050277,36.57994817671301
40055,39332,45.678863538655754,52.024882215264725
37347,14682,37.54256037370168,14.100878871062864
8501,44733,95.34799752288077,58.350602261867856
42461,48232,27.685552964867043,96.16720454905466
23971,2765,67.13717222562005,75.19038000982414
70361,49080,79.79872005725537,25.161401454802313
76601,38637,20.306670869718072,44.81855937257222
84029,26929,96.36898678774213,43.117898088875705
4151,5350,54.570766619168346,10.69682899165849
96792,11946,90.62008483807955,88.69916788708893
9143,3429,66.06034384705637,38.76414894752697
14465,21052,64.6438313761237,49.93170149930537
64666,13341,34.86743674553795,29.833529712780294
81170,32145,76.51783405575661,16.087167051986018
18733,8931,3.919059085588012,90.30895135737589
9200,48995,55.470407247737015,4.702350288349971
70035,49041,4.149628193936604,40.588070630296926
54439,34988,31.07344353232458,73.33884726775126
43073,45584,10.436986460726018,31.576933901885738
32745,12334,90.33592077840856,45.15683208926233
45451,45665,62.5695159208077,56.8832478523774
16285,45573,66.51404045366807,99.51307961134493
61820,6375,84.41058558052409,76.07183244228577
38355,38243,72.83718257572065,96.74442200192225
8874,2850,13.171166462441214,69.6214019249467
88304,2353,61.51875665943664,27.636235921154483
24307,15913,96.86073157851114,29.461392094962854
8161,49414,21.983357310817983,82.42396603335719
83596,5044,61.73196524967675,43.343635628470835
69308,1370,56.23420278389056,37.652195146923816
80780,43277,39.381312487891414,94.56430861092089
35151,43597,94.55426759923743,2.310083480604438
67034,24529,35.92723779027062,52.971721634984355
43600,32551,10.180683383250386,77.73258907149413
62593,14584,95.3292124118248,73.88073260206423
34837,34032,72.46358026791228,37.3898643266602
21660,41138,34.56008781058641,54.029182871844526
43555,28882,28.490139258791988,1.5521521740995745
45787,9298,91.94661313178585,53.948196700471364
9538,28732,27.807897644099114,59.44972141354275
76950,10796,53.64145192423752,87.60434242162887
18212,21997,22.06559697823599,21.862989711200044
59973,26403,98.53103216368787,82.68942552837305
61545,24094,76.41184145462357,72.08858456477552
19070,28493,56.62822413506364,66.93705562371396
15134,18215,74.09099201991549,40.04439460577521
3698,49199,90.8040607268805,37.376003762327414
56203,39151,95.38617105321772,70.62286102094474
24011,26050,78.02985067369494,99.03209821096796
31478,46713,84.20846489665618,41.13002215869175
50775,31014,39.983804609466915,91.94137798207488
39589,17540,39.3986535269507,59.06796315407661
46014,46243,80.21307196888183,86.94839970341629
88682,15161,75.44326360858159,22.5018542571514
78832,19839,89.2962069548643,76.46097539970431
54756,41822,14.034950028004129,83.65940756344067
54791,3282,68.69968563183555,83.3847448502313
44820,20636,64.46952691321476,78.68642649125336
37958,36695,79.25494435464627,31.115367343538374
32416,7664,3.4061337208381883,52.6730717585493
43260,40125,81.97273967524373,30.670773237312307
23038,35700,32.98981202129778,34.95362476416257
38836,409,68.33796883996705,30.820669475232044
53184,23502,61.42283801415434,29.138477752162338
37980,22391,44.1394354412931,69.64874557834789
84399,32916,74.11069832140252,65.37610623214712
55301,7384,95.19945518072004,21.222159227689293
85292,11984,32.700548032344514,69.46035328990337
84863,14306,74.34671655057804,29.81579099817331
91185,9053,31.82463039466452,20.970115120430425
22458,30559,83.87400775097608,74.97793615979081
54055,42930,43.85277025716383,36.92394118807418
67978,48043,45.02804193799802,57.365701908141716
38670,48733,76.64429695137554,20.812272086097014
78622,18309,49.624630548753785,61.755689895266066
94925,29320,27.131172558207755,21.591350024243734
49573,31877,98.56261949960364,17.52081541992654
34318,48785,61.782088505672384,39.26632860672588
11643,9482,64.22465656132641,79.21612210207664
92999,27424,64.36502794810025,18.476900477744717
11382,47334,87.5691884765323,12.585630183843913
85681,11312,19.019456553876733,4.133121553719771
14204,5586,6.796847507104598,42.180609896512415
29878,49886,38.896650160806125,28.920481424794115
77321,14479,56.36070768982988,29.918736610617575
25354,948,28.999542875288167,98.2122523367196
88300,42697,68.54228644013857,20.218216887597094
67642,21501,8.24376593585372,46.38427800142212
49948,39632,78.48952816618079,98.65044895266152
17109,38264,71.37242993050172,4.031187209579276
19603,1881,21.966589143067463,69.9690870228607
17745,5634,30.248515383401507,37.73721227308856
95249,2531,80.08620039417697,90.70366374756489
43723,12667,76.78710861577457,91.28220233498031
89337,27200,80.74908341872478,39.334060857989606
64237,6214,32.57979879939765,22.924883062746165
87515,20845,96.01797598038614,43.3723403917812
13419,27918,71.10314647864918,96.56532118682534
90540,33435,7.389677164881963,28.85846032292489
69493,45850,47.81801569307252,98.15046202507023
60816,8390,66.12561045631504,82.11975828188588
81480,5352,17.527718850008487,27.477780822082828
59420,7936,89.37335481266442,79.31587724120723
76148,7839,74.90265271274247,5.930144870080576
98678,31848,8.980313237850558,55.25827427888488
30678,16546,90.49341460809495,36.37756477770991
66999,5382,40.62822865072678,43.26666383998709
84298,9311,45.34200880170154,47.8125794693515
14484,10735,77.74459972181558,50.76856325972714
41275,42103,64.11177297321845,65.98481517440973
72085,18663,43.87781213406349,69.98092575044403
77162,12213,26.44321645015627,97.5946996252311
30328,21726,51.655781733042815,76.51508820372362
25208,41990,57.75961524327843,69.09197979596333
79824,24105,62.831370071915046,39.853429509140625
15099,18791,60.29619845938675,12.662998384237289
82422,39910,61.49574263769325,6.820053525121158
13088,38877,47.622284306131924,48.29078632218933
4067,6801,56.065008221923094,67.15741455009885
45247,38057,29.286542100178167,65.36582527458296
59643,36911,16.520741697875046,95.3332805973367
95315,27221,60.47969721353781,38.860567350991644
14390,37303,5.605871803942922,63.15059751072065
44397,19415,7.390282428275116,88.89950836614426
82425,24455,25.236967626420707,41.00369790122163
18616,45394,20.044047229227328,48.29657213221788
61561,21500,37.66308688124651,92.37431669517724
92702,12904,37.38630365224127,55.47395334998126
90438,27208,12.451834663429649,80.16138388824412
1539,4014,25.15729493196103,93.62675978605432
40767,20518,1.4477786226898643,57.5347458170442
98955,4910,35.394453404060854,11.809509930446156
99412,21085,79.0506474011922,82.34829542366448
43656,1173,27.083678872487457,81.96043437423407
21978,42061,64.04811831245064,12.383534240008025
44997,14700,10.629007519660142,55.263697009940536
68955,2908,2.2038978325735403,49.22147790978012
2188,49884,49.84285916054522,84.86913033793313
40308,31422,46.22543946388388,28.18815541330882
64759,3705,19.76888144452404,43.20149312031408
82519,27228,29.085325724066827,60.87431342917425
41362,29985,4.005797879073797,52.207274071460816
73776,33598,79.18438790628726,95.54839319466163
58393,29225,30.525704241128906,96.1050754455465
70230,34260,22.506729103868512,9.075676587655884
45556,47884,79.85645470462389,30.48685223718872
17454,40636,4.848822577908683,1.7459467554455066
93066,4550,28.883530073718994,42.36817450196363
42451,19193,26.749741270012994,66.55176623524567
50625,22427,26.77131621935374,47.65719332750063
82698,43211,2.1265843969168645,7.651005482454194
13311,32143,92.59782846077631,20.39966751252603
32712,43271,85.68622950272939,18.1558434817442
42428,3170,41.62031957506892,51.60170068613344
84380,35363,44.65262366032154,68.09032155854638
87229,20475,52.36711602508951,32.316216891911225
73061,16267,47.874955521326044,13.91554637001992
92821,38693,77.35510175058886,80.06116715918434
61844,25996,48.86515300963787,85.97782184477673
84359,2878,19.504817710984323,28.37233313103032
34796,14808,12.463244905660249,42.654022533759566
59187,17896,90.99060046780473,9.111179160020075
15725,40760,5.741500600518636,23.54202905620203
22510,47397,88.96093325763358,76.93303742696823
1722,30428,68.6669608324236,37.15459107114662
93942,33371,40.66105923963632,60.864534274773476
49617,23485,19.343487970480943,94.6722635579451
53552,43582,31.42725671200818,72.64014673628836
96507,22333,52.92762247764127,45.89176627676158
53463,41725,65.37139248148114,37.3211507262116
20258,32087,68.76429764585728,19.862174481135593
43697,32564,44.83478374952532,75.85786722507706
23633,36207,37.649461152893245,12.130096696794544
62479,11984,76.29511411742492,7.077975347505205
44584,38137,91.69051685466815,11.37803885114191
7690,46422,90.61757104427187,25.047633299608165
9151,47433,55.058835577103494,63.08521807213504
57598,27789,8.743991123383296,86.27168320044585
23871,36469,8.18240153552625,99.26961790304905
26363,19569,40.4700580841354,73.41693063319323
92679,38081,72.8196444594754,15.451732472381414
25030,11075,49.73971541178214,28.492771054819524
35656,46709,62.48150580849777,14.06668768306364
25739,40220,83.64526836544472,12.439626369864614
42361,3545,4.9528872013106335,57.20553220559689
19916,17771,91.53402517630285,90.7655826337783
75080,21522,33.427944256506,68.74830977219526
44844,48990,5.585161033080263,80.26436952877629
53305,6246,82.87199654215956,51.301579374350396
83184,43431,92.54709454380409,48.056789360725126
2065,35829,76.32495716339432,93.81097205257848
24518,9406,79.842513436588,72.47449916849017
12646,46052,86.38821865201957,46.474769950284376
83126,35553,52.19162607931409,33.92566220464494
95317,38125,67.68536222494274,10.219621818669454
55915,37631,29.072255027833396,82.277308194234
20885,23190,25.470650463246702,17.76304559703376
6862,12960,60.67637937031597,51.98656710173652
7215,39415,72.99156110102753,64.09064469651275
63279,228,39.91977466167884,74.66373242115208
10851,17471,40.22852588223419,9.251012253532803
36524,20268,94.51488966006042,2.057927758884196
75006,23860,51.80911858970052,70.89484108861346
90194,22218,97.65585902964477,45.98473620121684
25206,22611,85.5585813332692,18.932400629932335
42010,37623,63.68644975894077,98.22071379356214
88162,23794,1.895288106789668,79.34406136999871
16921,43567,30.00066584347598,58.27279305487749
64314,6381,41.92909087572786,70.50860219667312
28174,31519,64.97586115404815,16.34732218826145
42283,3618,39.76126116271663,96.2602943116203
77150,37241,82.12674073410656,99.64034082568052
8845,32514,65.96471661061612,65.19610546413826
62987,45822,35.021688356029514,67.16294754283246
84364,36804,77.87453663963565,70.74139404780396
16273,31060,30.702850808243593,66.91283612043799
79199,19747,7.153087509185713,44.415542015778996
11348,6290,17.91051606692251,54.52694748486787
2778,14238,1.268568291733614,28.98989355152714
36306,32670,82.57032746396327,45.237943721829296
41571,45906,62.456632599138615,44.17422729362065
30714,28836,56.915792453815314,29.52590180902176
77324,33127,65.880728946308,78.88377712923582
6336,27224,65.05263585015351,41.557528433258376
49740,40095,56.4189942038581,55.619812617713954
72656,29937,83.55618447552952,16.452961795409596
39297,42711,44.2128069835594,48.021723117880704
93713,41815,79.87132581557687,76.38407778914377
23015,45029,78.09010109885986,45.008038271585505
73893,34710,20.551473913726895,56.21639700087298
88860,42336,45.46881120225291,70.46895182753914
16208,34735,82.82335794826236,39.508581887085874
45484,6549,82.42380880252333,35.9749727048973
72324,21655,3.3526430963678333,9.488453849054933
84168,13928,22.858911998099536,58.64496704195926
92665,45420,42.53969087210392,70.98889635724879
50211,2291,5.621126626742715,58.54399368905472
89435,18407,26.54121304367998,29.06900916410655
69749,22372,26.31338421041221,26.971350753554194
66653,21960,22.02770143477372,16.789273707404938
40591,12282,39.872579910816974,5.652092268031071
90279,36796,80.67505584392913,43.26092558639284
66821,34133,24.923136841576742,16.891511803934534
96772,29929,58.04259657514406,69.38897239809899
60036,48731,55.642649907730394,96.21156794080628
83925,28055,81.15656012460825,8.274674002917035
7745,15508,39.61194174221915,89.40262258342986
86613,30385,22.909724577182864,66.11389276125301
72225,27198,88.36902360050964,86.16761909023802
38877,13316,82.62881218250459,16.340926268104262
21595,31695,61.907360601510014,90.74172082664344
40975,26115,10.137458860097166,95.82931032437395
45296,39613,2.579547262896955,90.76469678629213
74848,24829,18.89721287185028,78.7644635128859
44629,6598,20.270578726777437,9.940121468750059
81076,15549,14.352246913832275,22.852376059613217
28109,17806,26.693774387566922,91.40038589964766
16181,46552,34.1130790031234,23.713005425452653
95302,9498,74.93496317120656,35.42368919939157
20854,37924,70.53316958634429,5.997212561160607
32473,36021,11.229173526011532,63.18120745688802
72485,26320,96.75648340630998,56.766791304659165
96032,46025,74.70964690868784,96.21539512285798
95822,31195,17.01645942316138,89.34211889339961
95517,2732,13.200663951136312,51.088445195339396
79500,7972,9.579594853530578,61.324393002199876
75860,13315,72.71528933257635,41.90648519534662
91104,34955,24.15608292628822,14.113454603373224
99705,11817,8.150863527955654,86.91126894842007
64659,23581,42.33910572395772,55.40431951954796
13471,19240,70.45244627723991,43.11382026470687
99320,42937,30.84652875292307,7.778075197409226
87569,4900,48.29926609696223,66.8729574271177
85934,47605,19.88214688262413,40.56682566981844
15491,2007,43.056555045382694,26.1158907617286
2044,42503,36.176338679662834,87.79857390514425
88460,33749,43.524004688375506,19.179551598908823
38998,32865,46.63973668709524,51.98696756972981
92951,18704,10.045286487474323,79.77984584372665
92450,38585,10.150098522510294,85.05840253815508
91751,11002,26.539837217781308,82.05183459204208
58801,24352,12.344318703356434,89.76600719534389
75803,4611,25.77286273744808,15.0933803785979
8440,47124,3.4053103912183134,94.10539470676181
83725,29805,35.372462253722624,2.069490317120119
95794,13641,21.914199555249915,26.334496173325846
49032,26690,88.43034228803025,9.319835874870957
42822,15730,85.09944428996397,94.60778038198008
54035,728,30.441046313504124,42.969629683224355
12351,12187,47.59754122273401,32.211671082950964
90107,47104,94.66762633034678,17.541658889566033
10646,18024,52.36144461660618,16.4259728366049
3628,48254,84.1464604960639,61.77923691825226
63105,35336,81.98472812767614,5.661332472849929
11345,18000,93.2463192655759,59.83870714792368
58670,13462,30.958663029581675,77.69028784768184
90306,44344,5.257676272209375,60.50047182892443
57081,33023,11.187465907162371,82.83129803654995
52045,1855,56.98715685337043,27.260611700797305
96838,2170,52.96724127175377,8.63998024355393
17705,26087,30.248397251056446,72.3780710754274
19747,10871,25.373903145133916,82.98490864873611
70739,23119,70.51938010206887,50.66597711997996
64406,15041,34.369281456254114,82.24107705888677
88788,1992,60.18727502141486,46.33399639007136
19972,28368,70.80477147781116,20.654235758323495
45001,43815,43.18560697538148,47.965007743080925
18934,2877,19.95381401670298,22.3791142462102
66773,40198,85.35645578327247,47.73112550801255
11575,11143,10.166033026382205,15.607604358714513
94505,27044,82.2881269265291,19.37064507123532
27624,41373,82.99459846246502,88.40836378223895
66656,4545,56.9579279914374,12.469959879950547
77808,19331,62.68865303951561,23.203153729444924
83103,33077,36.085671986272104,99.55648501154371
12923,28485,83.4752537683894,58.025833092987874
46944,40747,26.842961185016122,58.99610249878711
84713,17502,55.85805424045523,84.65211676581096
99633,12176,1.1758938750854215,52.907644012406784
5917,37811,93.1046243803415,22.95641339486202
79865,16271,93.93305937258727,42.82418907377764
73917,25936,70.62083514441231,75.74512410941574
49403,40525,42.47750352194501,87.37239540589562
47076,40314,18.50388793442101,28.047178674831226
82802,6508,49.26136283195307,26.93555114978013
76080,25954,78.55822629002924,33.43321241457177
72374,278,60.31681494071455,60.02485928576159
87031,37663,52.69466400217435,28.57239749502817
93812,2020,84.24553290601469,89.42055562059866
17389,22695,31.687125719118356,97.82275128291508
99110,40770,85.27646908364876,68.23287232696885
53910,45231,44.06643346835153,97.05966990917226
93174,31755,1.236555471416981,29.497196381427706
33053,4277,72.73031675460672,81.70186496536877
97721,27858,87.02865169522906,68.16601934463102
22930,18159,48.4673622238886,27.05599123573967
74184,9858,45.565291177200336,32.52232074422207
2663,10139,79.9339457020366,49.373940983835126
49653,16121,87.70792520170116,79.37269031691699
92681,29067,96.49317036739842,87.3500046513245
34153,10373,34.87372852981797,63.760757331399105
87777,18916,59.27949914002849,72.43606085020865
44881,38103,81.64599779738742,27.12110422388226
73975,17884,53.12148850530693,74.36608342803906
27861,39009,46.26162665288293,60.893001486169354
69509,20714,57.04934395679018,23.069169619382738
7614,38759,35.972965928195556,95.06851018863757
81998,24466,19.823457221468875,51.77310133207087
62234,17689,7.529849114168744,79.65173992650489
26842,450,60.77811491582495,53.035663913929135
50366,46820,38.15516742523544,93.36073491731408
86746,38457,87.52939431877141,14.986659079142035
32618,21786,22.849999552029708,55.06930795128522
64608,10224,31.449741700873396,3.4903452039253255
61967,46497,96.10961115023714,20.54196566127329
64004,48799,55.516538062072385,28.82162395576736
80766,42985,34.98179819923312,47.78839703863735
93903,44663,85.36764373323241,82.19709308498554
25720,36282,73.85075877445807,47.19879555608274
66272,21500,57.168007523761126,56.55753275133102
97212,18848,88.1317697087321,92.48138170744973
93644,11424,10.208229391946169,75.89671398570404
1836,26934,39.66040646593103,5.970135433325055
29244,1137,80.43391017492088,18.469796481434123
26921,3924,38.82241341098683,4.783533700995456
